,player_name,team_name,against,date,gw,tenGameAverage,points,rebounds,assists,blocks,steals,turnovers,fieldGoalAttempts,freeThrowAttempts,made3PointFGs,doubleDoubles,tripleDoubles,score
3405,jaden-ivey-20020213,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,27,15,13.2,9.0,9,6,-4,0,0,2,1,0,51.2
3989,nerlens-noel-19940410,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3923,cory-joseph-19910820,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
4022,rodney-mcgruder-19910729,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3959,aaron-wiggins-19990102,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3751,mike-muscala-19910701,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,15,11,4.8,0.0,3,0,0,0,0,3,0,0,21.8
3842,jeremiah-robinson-earl-20001103,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,20,7,4.8,0.0,3,0,0,0,0,1,0,0,15.8
3441,josh-giddey-20021010,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,33,9,7.199999999999999,3.0,3,0,-6,0,0,0,0,0,16.2
4102,lindy-waters-iii-19970728,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3500,luguentz-dort-19990419,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,28,7,6.0,3.0,3,6,-4,0,0,1,0,0,22.0
3502,isaiah-stewart-20010522,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,30,11,14.399999999999999,1.5,6,6,-2,0,0,1,1,0,38.9
3623,kenrich-williams-19941202,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,19,11,9.6,6.0,0,3,0,0,0,1,0,0,30.6
3973,ousmane-dieng-20030521,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,8,2,1.2,3.0,0,0,0,0,0,0,0,0,6.2
3725,killian-hayes-20010727,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,11,5,0.0,6.0,0,0,-4,0,0,0,0,0,7.0
4107,kevin-knox-ii-19990811,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3363,shai-gilgeous-alexander-19980712,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,52,33,8.4,7.5,12,3,-2,0,0,0,0,0,61.9
3710,jalen-williams-20010414,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,13,6,2.4,3.0,3,3,-2,0,0,0,0,0,15.399999999999999
3540,tre-mann-20010203,Oklahoma City Thunder,Detroit Pistons,2022-11-08T00:30:00Z,6,23,9,6.0,4.5,0,3,-6,0,0,3,0,0,19.5
3784,hamidou-diallo-19980731,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,12,11,9.6,0.0,0,3,-4,0,0,0,0,0,19.6
3855,isaiah-livers-19980728,Detroit Pistons,Oklahoma City Thunder,2022-11-08T00:30:00Z,6,12,5,6.0,0.0,0,3,0,0,0,1,0,0,15.0
3513,franz-wagner-20010827,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,24,23,6.0,10.5,0,0,-4,0,0,3,0,0,38.5
3768,bol-bol-19991116,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,23,9,3.5999999999999996,0.0,3,3,-6,0,0,0,0,0,12.600000000000001
3629,mo-bamba-19980512,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,14,14,4.8,4.5,3,3,0,0,0,1,0,0,30.3
3721,usman-garuba-20020309,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,13,3,7.199999999999999,3.0,3,0,-2,0,0,1,0,0,15.2
3599,jalen-suggs-20010603,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,21,11,6.0,9.0,0,3,-4,0,0,0,0,0,25.0
3619,terrence-ross-19910205,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,18,21,3.5999999999999996,3.0,3,3,-8,0,0,5,0,0,30.6
3933,daishen-nix-20020213,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,8,3,1.2,1.5,0,0,0,0,0,1,0,0,6.7
4007,r-j-hampton-20010207,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
4046,admiral-schofield-19970330,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3672,wendell-carter-jr-19990416,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,33,15,8.4,3.0,0,0,-4,0,0,1,0,0,23.4
3962,kevon-harris-19970624,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,8,2,2.4,1.5,0,3,-2,0,0,0,0,0,6.9
3886,caleb-houstan-20030109,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,7,0,1.2,0.0,0,0,0,0,0,0,0,0,1.2
3813,chuma-okeke-19980818,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,16,2,1.2,3.0,3,0,0,0,0,0,0,0,9.2
4078,tyty-washington-20011115,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3953,garrison-mathews-19961024,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,10,6,0.0,0.0,0,0,0,0,0,2,0,0,8.0
3486,tari-eason-20010510,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,19,8,7.199999999999999,0.0,0,6,-2,0,0,2,0,0,21.2
3467,paolo-banchero-20021112,Orlando Magic,Houston Rockets,2022-11-08T00:15:00Z,6,37,30,7.199999999999999,6.0,0,6,-10,0,0,2,0,0,41.2
3463,kj-martin-jr-20010106,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,19,21,4.8,7.5,6,0,-2,0,0,4,0,0,41.3
3457,alperen-sengun-20020725,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,33,20,12.0,6.0,3,6,-6,0,0,0,1,0,42.0
3455,kevin-porter-jr-20000504,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,38,17,9.6,16.5,3,6,-14,0,0,3,1,0,42.1
4105,boban-marjanovic-19880815,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
4120,josh-christopher-20011208,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3657,jabari-smith-jr-20030513,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,23,3,1.2,1.5,0,0,-6,0,0,1,0,0,0.7000000000000002
3413,jalen-green-20020209,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,32,34,3.5999999999999996,4.5,3,6,-6,0,0,5,0,0,50.1
3606,eric-gordon-19881225,Houston Rockets,Orlando Magic,2022-11-08T00:15:00Z,6,19,19,1.2,6.0,0,3,-2,0,0,5,0,0,32.2
3970,jt-thor-20020826,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,5,3,2.4,3.0,0,0,-2,0,0,0,0,0,6.4
4137,bryce-mcgowens-20021108,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3945,anthony-gill-19921017,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,9,6,1.2,1.5,0,0,0,0,0,0,0,0,8.7
3733,deni-avdija-20010103,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,16,3,3.5999999999999996,3.0,0,0,-2,0,0,0,0,0,7.6
3758,nick-richards-19971129,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,17,8,7.199999999999999,0.0,6,0,0,0,0,0,0,0,21.2
3794,monte-morris-19950627,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,26,8,6.0,3.0,3,0,-2,0,0,1,0,0,19.0
3823,james-bouknight-20000918,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,9,7,7.199999999999999,4.5,0,0,-2,0,0,0,0,0,16.7
3844,corey-kispert-19990303,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,22,8,3.5999999999999996,1.5,0,0,-2,0,0,1,0,0,12.1
3411,kelly-oubre-jr-19951209,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,30,20,1.2,0.0,0,0,-2,0,0,1,0,0,20.2
3682,rui-hachimura-19980208,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,23,16,3.5999999999999996,0.0,3,0,-4,0,0,0,0,0,18.6
3369,kyle-kuzma-19950724,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,31,20,7.199999999999999,1.5,3,0,-4,0,0,1,0,0,28.7
3516,mason-plumlee-19900305,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,23,6,12.0,7.5,0,6,-4,0,0,0,0,0,27.5
4129,johnny-davis-20020227,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3993,taj-gibson-19850624,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,13,0,1.2,3.0,0,3,-2,0,0,0,0,0,5.2
4084,mark-williams-20011216,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3507,p-j-washington-19980823,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,26,25,4.8,0.0,0,9,-2,0,0,2,0,0,38.8
3517,kristaps-porzingis-19950802,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,42,19,9.6,7.5,3,0,-2,0,0,1,0,0,38.1
3534,terry-rozier-19940317,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,37,19,3.5999999999999996,7.5,0,0,-4,0,0,1,0,0,27.1
3569,jordan-goodwin-19981023,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,5,17,4.8,7.5,6,0,-2,0,0,1,0,0,34.3
3575,daniel-gafford-19981001,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,13,5,8.4,1.5,0,3,-2,0,0,0,0,0,15.899999999999999
3597,jalen-mcdaniels-19980131,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,27,9,8.4,1.5,6,9,-2,0,0,1,0,0,32.9
3602,dennis-smith-jr-19971125,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,32,3,6.0,15.0,9,0,-2,0,0,0,0,0,31.0
4017,theo-maledon-20010612,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,18,0,1.2,1.5,0,0,0,0,0,0,0,0,2.7
4159,kai-jones-20010119,Charlotte Hornets,Washington Wizards,2022-11-08T00:00:00Z,6,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3627,will-barton-19910106,Washington Wizards,Charlotte Hornets,2022-11-08T00:00:00Z,6,18,6,7.199999999999999,1.5,0,0,-6,0,0,0,0,0,8.7
2850,mike-conley-19871011,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,27,17,8.4,6.0,0,6,-2,0,0,2,0,0,37.4
3003,reggie-jackson-19900416,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,21,3,1.2,0.0,0,3,-2,0,0,1,0,0,6.2
3256,rudy-gay-19860817,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,18,2,3.5999999999999996,0.0,0,0,-4,0,0,0,0,0,1.5999999999999996
3336,brandon-boston-jr-20011128,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3052,talen-horton-tucker-20001125,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,23,5,2.4,0.0,0,0,0,0,0,1,0,0,8.4
3057,walker-kessler-20010726,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,18,4,6.0,0.0,6,0,0,0,0,0,0,0,16.0
2972,norman-powell-19930525,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,21,6,2.4,1.5,0,3,0,0,0,0,0,0,12.9
3265,robert-covington-19901214,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,25,0,0.0,1.5,0,0,0,0,0,0,0,0,1.5
2941,terance-mann-19961018,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,14,14,3.5999999999999996,4.5,0,6,0,0,0,0,0,0,28.1
3268,simone-fontecchio-19951209,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2867,jordan-clarkson-19920607,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,31,23,3.5999999999999996,7.5,3,0,-10,0,0,6,0,0,33.1
2882,kelly-olynyk-19910419,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,26,9,4.8,6.0,0,3,-6,0,0,1,0,0,17.8
2950,collin-sexton-19990104,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,18,22,3.5999999999999996,3.0,0,3,-6,0,0,2,0,0,27.6
3286,moses-brown-19991013,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2903,marcus-morris-sr-19890902,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,23,18,3.5999999999999996,4.5,0,3,-8,0,0,1,0,0,22.1
2916,john-wall-19900906,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,30,12,3.5999999999999996,9.0,0,6,-2,0,0,0,0,0,28.6
3223,nickeil-alexander-walker-19980902,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,10,0,2.4,0.0,0,0,-2,0,0,0,0,0,0.3999999999999999
3149,amir-coffey-19970617,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3136,malik-beasley-19961126,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,16,10,4.8,0.0,0,0,-6,0,0,2,0,0,10.8
3154,nicolas-batum-19881214,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,19,3,3.5999999999999996,3.0,3,0,-2,0,0,1,0,0,11.6
2789,paul-george-19900502,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,40,34,9.6,6.0,0,3,-10,0,0,5,0,0,47.6
2767,lauri-markkanen-19970522,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,37,18,10.799999999999999,4.5,3,3,-4,0,0,1,0,0,36.3
3296,ochai-agbaji-20000420,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2791,ivica-zubac-19970318,LA Clippers,Utah Jazz,2022-11-07T03:00:00Z,5,31,12,10.799999999999999,3.0,3,9,-2,0,0,0,0,0,35.8
3345,udoka-azubuike-19990917,Utah Jazz,LA Clippers,2022-11-07T03:00:00Z,5,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3288,juancho-hernangomez-19950928,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3181,dalen-terry-20020712,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,0,4,1.2,1.5,3,3,-2,0,0,0,0,0,10.7
3157,jake-laravia-20011103,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,16,6,1.2,1.5,0,0,0,0,0,2,0,0,10.7
3119,deni-avdija-20010103,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,19,4,12.0,3.0,0,0,-4,0,0,0,0,0,15.0
3279,malcolm-hill-19951026,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2952,precious-achiuwa-19990919,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,19,5,4.8,3.0,3,3,-2,0,0,0,0,0,16.8
2954,brandon-clarke-19960919,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,17,16,6.0,1.5,6,0,-2,0,0,0,0,0,27.5
3291,malachi-flynn-19980510,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3129,corey-kispert-19990303,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,22,6,3.5999999999999996,4.5,0,0,0,0,0,0,0,0,14.1
3275,tony-bradley-19980108,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3270,dalano-banton-19991107,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3126,kennedy-chandler-20020916,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3080,rui-hachimura-19980208,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,22,15,3.5999999999999996,0.0,0,0,-2,0,0,1,0,0,17.6
3110,anthony-gill-19921017,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,9,0,0.0,1.5,0,3,0,0,0,0,0,0,4.5
3074,tyus-jones-19960510,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,28,7,0.0,4.5,0,3,-2,0,0,1,0,0,13.5
3041,thaddeus-young-19880621,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,9,4,9.6,3.0,0,3,0,0,0,0,0,0,19.6
3209,vince-williams-jr-20000830,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3070,daniel-gafford-19981001,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,18,9,6.0,3.0,0,0,0,0,0,0,0,0,18.0
3062,derrick-jones-jr-19970215,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,9,4,2.4,0.0,9,3,0,0,0,0,0,0,18.4
3103,david-roddy-20010327,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,12,3,1.2,0.0,0,0,0,0,0,1,0,0,5.2
3054,otto-porter-jr-19930603,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,14,2,3.5999999999999996,4.5,0,9,0,0,0,0,0,0,19.1
3045,john-konchar-19960322,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,16,2,4.8,1.5,0,0,0,0,0,0,0,0,8.3
3039,gary-trent-jr-19990118,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,31,12,3.5999999999999996,0.0,0,3,0,0,0,1,0,0,19.6
2979,will-barton-19910106,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,20,12,4.8,7.5,0,0,0,0,0,1,0,0,25.3
3035,ayo-dosunmu-20000117,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,21,15,3.5999999999999996,4.5,0,0,-6,0,0,3,0,0,20.1
3251,xavier-tillman-sr-19990112,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,9,1,2.4,0.0,0,0,-4,0,0,0,0,0,-0.6000000000000001
3016,goran-dragic-19860506,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,16,16,2.4,3.0,0,0,-4,0,0,4,0,0,21.4
3202,taj-gibson-19850624,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,14,2,1.2,1.5,0,0,0,0,0,0,0,0,4.7
3106,javonte-green-19930723,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,16,10,3.5999999999999996,1.5,0,0,0,0,0,1,0,0,16.1
2986,monte-morris-19950627,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,26,18,0.0,1.5,0,3,0,0,0,2,0,0,24.5
2935,kristaps-porzingis-19950802,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,38,10,4.8,4.5,9,3,-8,0,0,1,0,0,24.3
2943,santi-aldama-20010110,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,23,4,12.0,3.0,0,9,0,0,0,0,0,0,28.0
2925,kyle-kuzma-19950724,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,31,12,13.2,3.0,3,0,-6,0,0,2,1,0,28.2
2897,patrick-williams-20010826,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,17,13,8.4,1.5,6,0,0,0,0,3,0,0,31.9
2839,christian-koloko-20000620,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,10,11,8.4,3.0,18,0,-2,0,0,0,0,0,38.4
2862,jordan-goodwin-19981023,Washington Wizards,Memphis Grizzlies,2022-11-06T23:00:00Z,5,5,9,9.6,7.5,3,6,0,0,0,1,0,0,36.1
2835,ja-morant-19990810,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,54,23,10.799999999999999,9.0,0,3,-8,0,0,1,0,0,38.8
2833,scottie-barnes-20010801,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,29,19,12.0,6.0,0,3,-4,0,0,2,1,0,39.0
2873,chris-boucher-19930111,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,23,8,7.199999999999999,1.5,6,3,-6,0,0,0,0,0,19.7
2803,desmond-bane-19980625,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,38,28,3.5999999999999996,6.0,0,3,-2,0,0,4,0,0,42.6
2801,alex-caruso-19940228,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,21,4,13.2,16.5,6,6,-4,0,0,0,1,0,42.7
2845,dillon-brooks-19960122,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,25,9,6.0,1.5,0,6,0,0,0,0,0,0,22.5
2757,demar-derozan-19890807,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,34,20,6.0,3.0,3,3,-10,0,0,0,0,0,25.0
2769,fred-vanvleet-19940225,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,38,30,6.0,16.5,0,0,-2,0,0,5,1,0,56.5
2786,og-anunoby-19970717,Toronto Raptors,Chicago Bulls,2022-11-06T23:00:00Z,5,29,22,7.199999999999999,4.5,3,9,-2,0,0,2,0,0,45.7
2782,nikola-vucevic-19901024,Chicago Bulls,Toronto Raptors,2022-11-06T23:00:00Z,5,38,18,14.399999999999999,9.0,3,0,-8,0,0,2,1,0,39.4
2777,steven-adams-19930720,Memphis Grizzlies,Washington Wizards,2022-11-06T23:00:00Z,5,23,4,12.0,1.5,0,0,-2,0,0,0,0,0,15.5
3101,matt-ryan-19970417,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,8,8,2.4,3.0,0,3,-2,0,0,2,0,0,16.4
2823,jarrett-allen-19980421,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,30,16,13.2,0.0,6,6,-2,0,0,0,1,0,40.2
3141,patrick-beverley-19880712,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3037,austin-reaves-19980529,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,24,1,4.8,0.0,3,0,-4,0,0,0,0,0,4.800000000000001
2773,kevin-love-19880907,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,29,10,12.0,1.5,3,0,-2,0,0,2,1,0,27.5
2827,russell-westbrook-19881112,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,33,19,3.5999999999999996,15.0,3,6,-14,0,0,3,1,0,36.6
3239,robin-lopez-19880401,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,10,3,0.0,1.5,0,0,0,0,0,0,0,0,4.5
3050,troy-brown-jr-19990728,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,18,12,7.199999999999999,0.0,0,0,-2,0,0,2,0,0,19.2
2821,lebron-james-19841230,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,52,27,8.4,6.0,0,0,-2,0,0,1,0,0,40.4
3207,kendrick-nunn-19950803,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,15,0,3.5999999999999996,3.0,0,3,-2,0,0,0,0,0,7.6
3226,juan-toscano-anderson-19930410,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,4,2,1.2,1.5,0,0,-2,0,0,0,0,0,2.7
2810,anthony-davis-19930311,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,47,19,14.399999999999999,6.0,3,0,-2,0,0,0,1,0,41.4
3258,max-christie-20030210,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,5,2,0.0,0.0,0,0,0,0,0,0,0,0,2.0
2793,evan-mobley-20010618,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,29,5,8.4,4.5,3,6,-2,0,0,0,0,0,24.9
3216,lamar-stevens-19970709,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3212,mamadi-diakite-19970121,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3093,isaac-okoro-20010126,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
3097,dean-wade-19961120,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,18,2,7.199999999999999,1.5,3,3,0,0,0,0,0,0,16.7
2800,donovan-mitchell-19960907,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,45,33,6.0,3.0,3,3,-6,0,0,1,0,0,43.0
3169,wenyen-gabriel-19970326,Los Angeles Lakers,Cleveland Cavaliers,2022-11-06T20:30:00Z,5,13,4,4.8,0.0,3,0,-2,0,0,0,0,0,9.8
2894,darius-garland-20000126,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,41,24,4.8,10.5,0,0,-10,0,0,3,0,0,32.3
2981,cedi-osman-19950408,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,18,9,1.2,1.5,0,0,0,0,0,1,0,0,12.7
2939,caris-levert-19940825,Cleveland Cavaliers,Los Angeles Lakers,2022-11-06T20:30:00Z,5,28,12,4.8,4.5,0,3,-2,0,0,1,0,0,23.3
